doi,Si,Si_location,Ge,Ge_location,Al,Al_location,OH,OH_location,H2O,H2O_location,HF,HF_location,SDA,SDA_location,B,B_location,Time,Time_location,Temp,Temp_location,SDA Type,SDA Type_location,Extracted,Extracted_location,From?,Page in paper,Train/Test
10.1021/acs.chemmater.6b02468,1,Table Column,0.062,Table Column,0.0,Not Present,0.531,Table Column,10.62,Table Column,0.531,Table Column,0.531,Table Column,0.0,Not Present,1344.0,Table Column,160.0,Table Column,"1,2-Dimethyl-3-(3,5-dimethylbenzyl)imidazolium Hydroxide",Not on page,CIT-13,Table Column,Table,4,
10.1021/acs.chemmater.6b02468,1,Table Column,0.02,Table Column,0.0,Not Present,0.51,Table Column,10.2,Table Column,0.51,Table Column,0.51,Table Column,0.0,Not Present,1344.0,Table Column,160.0,Table Column,"1,2-Dimethyl-3-(3,5-dimethylbenzyl)imidazolium Hydroxide",Not on page,amorphous,Table Column,Table,4,
10.1021/acs.chemmater.6b02468,1,Table Column,0.5,Table Column,0.0,Not Present,0.75,Table Column,15.0,Table Column,0.75,Table Column,0.75,Table Column,0.0,Not Present,168.0,Table Column,160.0,Table Column,"1-Methyl-3-(3,5-dimethylbenzyl)imidazolium Hydroxide",Not on page,CIT-13,Table Column,Table,4,
10.1021/acs.chemmater.6b02468,1,Table Column,0.25,Table Column,0.0,Not Present,0.625,Table Column,12.5,Table Column,0.625,Table Column,0.625,Table Column,0.0,Not Present,168.0,Table Column,160.0,Table Column,"1-Methyl-3-(3,5-dimethylbenzyl)imidazolium Hydroxide",Not on page,CIT-13,Table Column,Table,4,
10.1021/acs.chemmater.6b02468,1,Table Column,0.125,Table Column,0.0,Not Present,0.562,Table Column,11.25,Table Column,0.562,Table Column,0.562,Table Column,0.0,Not Present,336.0,Table Column,160.0,Table Column,"1-Methyl-3-(3,5-dimethylbenzyl)imidazolium Hydroxide",Not on page,CIT-13,Table Column,Table,4,
10.1021/acs.chemmater.6b02468,1,Table Column,0.062,Table Column,0.0,Not Present,0.531,Table Column,10.62,Table Column,0.531,Table Column,0.531,Table Column,0.0,Not Present,504.0,Table Column,160.0,Table Column,"1-Methyl-3-(3,5-dimethylbenzyl)imidazolium Hydroxide",Not on page,CIT-13,Table Column,Table,4,
10.1021/acs.chemmater.6b02468,1,Table Column,0.02,Table Column,0.0,Not Present,0.51,Table Column,10.2,Table Column,0.51,Table Column,0.51,Table Column,0.0,Not Present,1176.0,Table Column,160.0,Table Column,"1-Methyl-3-(3,5-dimethylbenzyl)imidazolium Hydroxide",Not on page,amorphous,Table Column,Table,4,
10.1016/j.jcat.2016.09.007,1,Table Column,0.1,Table Column,0.022,Table Column,0.138,Not on page,5.5,Not on page,0.55,Not on page,0.276,Not on page,0.0,Not Present,11.0,Not on page,142.5,Not on page,hexamethonium,Not on page,ITQ-13,Table Column,Table,3,
10.1016/j.jcat.2016.09.007,1,Table Column,0.067,Table Column,0.021,Table Column,0.133,Not on page,5.333,Not on page,0.533,Not on page,0.266,Not on page,0.0,Not Present,11.0,Not on page,142.5,Not on page,hexamethonium,Not on page,ITQ-13,Table Column,Table,3,
10.1016/j.jcat.2016.09.007,1,Table Column,0.05,Table Column,0.021,Table Column,0.131,Not on page,5.25,Not on page,0.525,Not on page,0.262,Not on page,0.0,Not Present,11.0,Not on page,142.5,Not on page,hexamethonium,Not on page,ITQ-13,Table Column,Table,3,
10.1016/j.jcat.2016.09.007,1,Table Column,0.033,Table Column,0.021,Table Column,0.129,Not on page,5.167,Not on page,0.517,Not on page,0.258,Not on page,0.0,Not Present,11.0,Not on page,142.5,Not on page,hexamethonium,Not on page,ITQ-13,Table Column,Table,3,
10.1016/j.jcat.2016.09.007,1,Table Column,0.025,Table Column,0.021,Table Column,0.128,Not on page,5.125,Not on page,0.513,Not on page,0.256,Not on page,0.0,Not Present,11.0,Not on page,142.5,Not on page,hexamethonium,Not on page,ITQ-13,Table Column,Table,3,
10.1016/j.jcat.2016.09.007,1,Table Column,0.02,Table Column,0.02,Table Column,0.128,Not on page,5.1,Not on page,0.51,Not on page,0.256,Not on page,0.0,Not Present,11.0,Not on page,142.5,Not on page,hexamethonium,Not on page,Amorphous,Table Column,Table,3,
10.1016/j.jcat.2016.09.007,1,Table Column,1.0,Table Column,0.04,Table Column,0.125,Not on page,5.0,Not on page,0.5,Not on page,0.25,Not on page,0.0,Not Present,11.0,Not on page,142.5,Not on page,hexamethonium,Not on page,EU-1,Table Column,Table,3,
10.1016/j.jcat.2016.09.007,1,Table Column,0.1,Table Column,0.036,Table Column,0.138,Not on page,5.5,Not on page,0.55,Not on page,0.276,Not on page,0.0,Not Present,11.0,Not on page,142.5,Not on page,hexamethonium,Not on page,ITQ-13,Table Column,Table,3,
10.1016/j.jcat.2016.09.007,1,Table Column,0.033,Table Column,0.034,Table Column,0.129,Not on page,5.167,Not on page,0.517,Not on page,0.258,Not on page,0.0,Not Present,11.0,Not on page,142.5,Not on page,hexamethonium,Not on page,Amorphous,Table Column,Table,3,
10.1016/j.jcat.2016.09.007,1,Table Column,0.033,Table Column,0.026,Table Column,0.129,Not on page,5.167,Not on page,0.517,Not on page,0.258,Not on page,0.0,Not Present,11.0,Not on page,142.5,Not on page,hexamethonium,Not on page,ITQ-13,Table Column,Table,3,
10.1016/j.jcat.2016.09.007,1,Table Column,0.033,Table Column,0.01,Table Column,0.129,Not on page,5.167,Not on page,0.517,Not on page,0.258,Not on page,0.0,Not Present,11.0,Not on page,142.5,Not on page,hexamethonium,Not on page,ITQ-13,Table Column,Table,3,
10.1016/j.jcat.2016.09.007,1,Table Column,0.033,Table Column,0.005,Table Column,0.129,Not on page,5.167,Not on page,0.517,Not on page,0.258,Not on page,0.0,Not Present,11.0,Not on page,142.5,Not on page,hexamethonium,Not on page,ITQ-13,Table Column,Table,3,
10.1016/j.jcat.2016.09.007,1,Table Column,0.033,Table Column,0.003,Table Column,0.129,Not on page,5.167,Not on page,0.517,Not on page,0.258,Not on page,0.0,Not Present,11.0,Not on page,142.5,Not on page,hexamethonium,Not on page,ITQ-13,Table Column,Table,3,
10.1016/j.jcat.2016.09.007,1,Table Column,0.033,Table Column,0.002,Table Column,0.129,Not on page,5.167,Not on page,0.517,Not on page,0.258,Not on page,0.0,Not Present,11.0,Not on page,142.5,Not on page,hexamethonium,Not on page,ITQ-13,Table Column,Table,3,
10.1002/chem.201602419,1,Table Column,0.1,Table Column,0.0,Not Present,1.5,Not on page,0.0,Not Present,1.5,Not on page,1.5,Table Column,0.0,Not Present,360.0,Not on page,149.85,Not on page,1?Methyl?3?(2??methylbenzyl)imidazolium chloride,Not on page,NUD-2,Table Header,Table,4,
10.1002/chem.201602419,1,Table Column,0.1,Table Column,0.0,Not Present,0.75,Not on page,0.0,Not Present,0.75,Not on page,0.75,Table Column,0.0,Not Present,360.0,Not on page,149.85,Not on page,1?Methyl?3?(2?methylbenzyl)imidazolium chloride,Not on page,NUD-2,Table Header,Table,4,
10.1002/chem.201602419,1,Table Column,0.2,Table Column,0.0,Not Present,1.0,Not on page,0.0,Not Present,1.0,Not on page,1.0,Table Column,0.0,Not Present,360.0,Not on page,149.85,Not on page,1?Methyl?3?(2??methylbenzyl)imidazolium chloride,Not on page,NUD-2,Table Header,Table,4,
10.1002/chem.201602419,1,Table Column,0.2,Table Column,0.0,Not Present,1.0,Not on page,0.0,Not Present,1.0,Not on page,1.0,Table Column,0.0,Not Present,360.0,Not on page,149.85,Not on page,1?Methyl?3?(2??methylbenzyl)imidazolium chloride,Not on page,NUD-2,Table Header,Table,4,
10.1002/chem.201602419,1,Table Column,0.5,Table Column,0.0,Not Present,1.0,Not on page,0.0,Not Present,1.0,Not on page,1.0,Table Column,0.0,Not Present,360.0,Not on page,149.85,Not on page,1?Methyl?3?(2??methylbenzyl)imidazolium chloride,Not on page,NUD-2,Table Header,Table,4,
10.1039/c5ce02312b,1,Table Header,1.0,Table Header,0.0,Not Present,0.5,Table Column,3.0,Table Header,0.0,Not Present,0.5,Not on page,0.0,Not Present,360.0,Not on page,150.0,Table Column,tmbi,Table Caption,ITQ-37,Table Cell,Table,3,Train
10.1039/c5ce02312b,1,Table Header,1.0,Table Header,0.0,Not Present,0.5,Table Column,3.0,Table Header,0.0,Not Present,0.5,Not on page,0.0,Not Present,360.0,Not on page,175.0,Table Column,tmbi,Table Caption,ITQ-37,Table Cell,Table,3,Train
10.1039/c5ce02312b,1,Table Header,1.0,Table Header,0.0,Not Present,1.0,Table Column,3.0,Table Header,0.0,Not Present,1.0,Not on page,0.0,Not Present,360.0,Not on page,150.0,Table Column,tmbi,Table Caption,ITQ-37,Table Cell,Table,3,Train
10.1039/c5ce02312b,1,Table Header,1.0,Table Header,0.0,Not Present,1.0,Table Column,3.0,Table Header,0.0,Not Present,1.0,Not on page,0.0,Not Present,360.0,Not on page,175.0,Table Column,tmbi,Table Caption,ITQ-37,Table Cell,Table,3,Train
10.1039/c5ce02312b,1,Table Header,1.0,Table Header,0.0,Not Present,0.5,Table Column,5.0,Table Header,0.0,Not Present,0.5,Not on page,0.0,Not Present,360.0,Not on page,150.0,Table Column,tmbi,Table Caption,unknown,Table Cell,Table,3,Train
10.1039/c5ce02312b,1,Table Header,1.0,Table Header,0.0,Not Present,0.5,Table Column,5.0,Table Header,0.0,Not Present,0.5,Not on page,0.0,Not Present,360.0,Not on page,175.0,Table Column,tmbi,Table Caption,Amorphous,Table Cell,Table,3,Train
10.1039/c5ce02312b,1,Table Header,1.0,Table Header,0.0,Not Present,1.0,Table Column,5.0,Table Header,0.0,Not Present,1.0,Not on page,0.0,Not Present,360.0,Not on page,150.0,Table Column,tmbi,Table Caption,ITQ-37,Table Cell,Table,3,Train
10.1039/c5ce02312b,1,Table Header,1.0,Table Header,0.0,Not Present,1.0,Table Column,5.0,Table Header,0.0,Not Present,1.0,Not on page,0.0,Not Present,360.0,Not on page,150.0,Table Column,tmbi,Table Caption,Amorphous,Table Cell,Table,3,Train
10.1039/c5ce02312b,1,Table Header,1.0,Table Header,0.0,Not Present,0.5,Table Column,10.0,Table Header,0.0,Not Present,0.5,Not on page,0.0,Not Present,360.0,Not on page,150.0,Table Column,tmbi,Table Caption,unknown,Table Cell,Table,3,Train
10.1039/c5ce02312b,1,Table Header,1.0,Table Header,0.0,Not Present,0.5,Table Column,10.0,Table Header,0.0,Not Present,0.5,Not on page,0.0,Not Present,360.0,Not on page,175.0,Table Column,tmbi,Table Caption,Amorphous,Table Cell,Table,3,Train
10.1039/c5ce02312b,1,Table Header,1.0,Table Header,0.0,Not Present,1.0,Table Column,10.0,Table Header,0.0,Not Present,1.0,Not on page,0.0,Not Present,360.0,Not on page,150.0,Table Column,tmbi,Table Caption,Amorphous,Table Cell,Table,3,Train
10.1039/c5ce02312b,1,Table Header,1.0,Table Header,0.0,Not Present,1.0,Table Column,10.0,Table Header,0.0,Not Present,1.0,Not on page,0.0,Not Present,360.0,Not on page,175.0,Table Column,tmbi,Table Caption,Amorphous,Table Cell,Table,3,Train
10.1039/c5ce02312b,1,Table Header,0.5,Table Header,0.0,Not Present,0.5,Table Column,3.0,Table Header,0.0,Not Present,0.5,Not on page,0.0,Not Present,360.0,Not on page,150.0,Table Column,tmbi,Table Caption,Amorphous,Table Cell,Table,3,Train
10.1039/c5ce02312b,1,Table Header,0.5,Table Header,0.0,Not Present,0.5,Table Column,3.0,Table Header,0.0,Not Present,0.5,Not on page,0.0,Not Present,360.0,Not on page,175.0,Table Column,tmbi,Table Caption,Amorphous,Table Cell,Table,3,Train
10.1039/c5ce02312b,1,Table Header,0.5,Table Header,0.0,Not Present,1.0,Table Column,3.0,Table Header,0.0,Not Present,1.0,Not on page,0.0,Not Present,360.0,Not on page,150.0,Table Column,tmbi,Table Caption,ITQ-37,Table Cell,Table,3,Train
10.1039/c5ce02312b,1,Table Header,0.5,Table Header,0.0,Not Present,1.0,Table Column,3.0,Table Header,0.0,Not Present,1.0,Not on page,0.0,Not Present,360.0,Not on page,175.0,Table Column,tmbi,Table Caption,ITQ-37,Table Cell,Table,3,Train
10.1039/c5ce02312b,1,Table Header,0.5,Table Header,0.0,Not Present,0.5,Table Column,5.0,Table Header,0.0,Not Present,0.5,Not on page,0.0,Not Present,360.0,Not on page,150.0,Table Column,tmbi,Table Caption,unknown,Table Cell,Table,3,Train
10.1039/c5ce02312b,1,Table Header,0.5,Table Header,0.0,Not Present,0.5,Table Column,5.0,Table Header,0.0,Not Present,0.5,Not on page,0.0,Not Present,360.0,Not on page,175.0,Table Column,tmbi,Table Caption,Amorphous,Table Cell,Table,3,Train
10.1039/c5ce02312b,1,Table Header,0.5,Table Header,0.0,Not Present,1.0,Table Column,5.0,Table Header,0.0,Not Present,1.0,Not on page,0.0,Not Present,360.0,Not on page,150.0,Table Column,tmbi,Table Caption,ITQ-37,Table Cell,Table,3,Train
10.1039/c5ce02312b,1,Table Header,0.5,Table Header,0.0,Not Present,1.0,Table Column,5.0,Table Header,0.0,Not Present,1.0,Not on page,0.0,Not Present,360.0,Not on page,175.0,Table Column,tmbi,Table Caption,Amorphous,Table Cell,Table,3,Train
10.1039/c5ce02312b,1,Table Header,0.5,Table Header,0.0,Not Present,0.5,Table Column,10.0,Table Header,0.0,Not Present,0.5,Not on page,0.0,Not Present,360.0,Not on page,150.0,Table Column,tmbi,Table Caption,unknown,Table Cell,Table,3,Train
10.1039/c5ce02312b,1,Table Header,0.5,Table Header,0.0,Not Present,0.5,Table Column,10.0,Table Header,0.0,Not Present,0.5,Not on page,0.0,Not Present,360.0,Not on page,175.0,Table Column,tmbi,Table Caption,Amorphous,Table Cell,Table,3,Train
10.1039/c5ce02312b,1,Table Header,0.5,Table Header,0.0,Not Present,1.0,Table Column,10.0,Table Header,0.0,Not Present,1.0,Not on page,0.0,Not Present,360.0,Not on page,150.0,Table Column,tmbi,Table Caption,unknown,Table Cell,Table,3,Train
10.1039/c5ce02312b,1,Table Header,0.5,Table Header,0.0,Not Present,1.0,Table Column,10.0,Table Header,0.0,Not Present,1.0,Not on page,0.0,Not Present,360.0,Not on page,175.0,Table Column,tmbi,Table Caption,Amorphous,Table Cell,Table,3,Train
10.1039/c5ce02312b,1,Table Header,0.2,Table Header,0.0,Not Present,0.5,Table Column,3.0,Table Header,0.0,Not Present,0.5,Not on page,0.0,Not Present,360.0,Not on page,150.0,Table Column,tmbi,Table Caption,Amorphous,Table Cell,Table,3,Train
10.1039/c5ce02312b,1,Table Header,0.2,Table Header,0.0,Not Present,0.5,Table Column,3.0,Table Header,0.0,Not Present,0.5,Not on page,0.0,Not Present,360.0,Not on page,175.0,Table Column,tmbi,Table Caption,Amorphous,Table Cell,Table,3,Train
10.1039/c5ce02312b,1,Table Header,0.2,Table Header,0.0,Not Present,1.0,Table Column,3.0,Table Header,0.0,Not Present,1.0,Not on page,0.0,Not Present,360.0,Not on page,150.0,Table Column,tmbi,Table Caption,Amorphous,Table Cell,Table,3,Train
10.1039/c5ce02312b,1,Table Header,0.2,Table Header,0.0,Not Present,1.0,Table Column,3.0,Table Header,0.0,Not Present,1.0,Not on page,0.0,Not Present,360.0,Not on page,175.0,Table Column,tmbi,Table Caption,Amorphous,Table Cell,Table,3,Train
10.1039/c5ce02312b,1,Table Header,0.2,Table Header,0.0,Not Present,0.5,Table Column,5.0,Table Header,0.0,Not Present,0.5,Not on page,0.0,Not Present,360.0,Not on page,150.0,Table Column,tmbi,Table Caption,Amorphous,Table Cell,Table,3,Train
10.1039/c5ce02312b,1,Table Header,0.2,Table Header,0.0,Not Present,0.5,Table Column,5.0,Table Header,0.0,Not Present,0.5,Not on page,0.0,Not Present,360.0,Not on page,175.0,Table Column,tmbi,Table Caption,Amorphous,Table Cell,Table,3,Train
10.1039/c5ce02312b,1,Table Header,0.2,Table Header,0.0,Not Present,1.0,Table Column,5.0,Table Header,0.0,Not Present,1.0,Not on page,0.0,Not Present,360.0,Not on page,150.0,Table Column,tmbi,Table Caption,Amorphous,Table Cell,Table,3,Train
10.1039/c5ce02312b,1,Table Header,0.2,Table Header,0.0,Not Present,1.0,Table Column,5.0,Table Header,0.0,Not Present,1.0,Not on page,0.0,Not Present,360.0,Not on page,175.0,Table Column,tmbi,Table Caption,Amorphous,Table Cell,Table,3,Train
10.1039/c5ce02312b,1,Table Header,0.2,Table Header,0.0,Not Present,0.5,Table Column,10.0,Table Header,0.0,Not Present,0.5,Not on page,0.0,Not Present,360.0,Not on page,150.0,Table Column,tmbi,Table Caption,Amorphous,Table Cell,Table,3,Train
10.1039/c5ce02312b,1,Table Header,0.2,Table Header,0.0,Not Present,0.5,Table Column,10.0,Table Header,0.0,Not Present,0.5,Not on page,0.0,Not Present,360.0,Not on page,175.0,Table Column,tmbi,Table Caption,Amorphous,Table Cell,Table,3,Train
10.1039/c5ce02312b,1,Table Header,0.2,Table Header,0.0,Not Present,1.0,Table Column,10.0,Table Header,0.0,Not Present,1.0,Not on page,0.0,Not Present,360.0,Not on page,150.0,Table Column,tmbi,Table Caption,Amorphous,Table Cell,Table,3,Train
10.1039/c5ce02312b,1,Table Header,0.2,Table Header,0.0,Not Present,1.0,Table Column,10.0,Table Header,0.0,Not Present,1.0,Not on page,0.0,Not Present,360.0,Not on page,175.0,Table Column,tmbi,Table Caption,Amorphous,Table Cell,Table,3,Train
10.1007/s10853-016-9799-5,1,Table Column,1.0,Table Column,0.0,Not Present,0.0,Not Present,52.5,Table Column,4.0,Table Column,63.2,Table Column,0.0,Not Present,168.0,Footnote,170.0,Footnote,TMHDA,Table Header,Amorphous,Table Column,Table,3,
10.1007/s10853-016-9799-5,1,Table Column,1.0,Table Column,0.0,Not Present,0.0,Not Present,112.5,Table Column,4.0,Table Column,63.2,Table Column,0.0,Not Present,168.0,Footnote,170.0,Footnote,TMHDA,Table Header,ITH and amorphous,Table Column,Table,3,
10.1007/s10853-016-9799-5,1,Table Column,1.25,Table Column,0.0,Not Present,0.0,Not Present,84.375,Table Column,5.0,Table Column,126.375,Table Column,0.0,Not Present,168.0,Footnote,170.0,Footnote,TMHDA,Table Header,Amorphous,Table Column,Table,3,
10.1007/s10853-016-9799-5,1,Table Column,1.25,Table Column,0.0,Not Present,0.0,Not Present,46.875,Table Column,3.75,Table Column,46.75,Table Column,0.0,Not Present,168.0,Footnote,170.0,Footnote,TMHDA,Table Header,Amorphous,Table Column,Table,3,
10.1007/s10853-016-9799-5,1,Table Column,1.25,Table Column,0.0,Not Present,0.0,Not Present,121.875,Table Column,3.75,Table Column,46.75,Table Column,0.0,Not Present,168.0,Footnote,170.0,Footnote,TMHDA,Table Header,ITH,Table Column,Table,3,
10.1007/s10853-016-9799-5,1,Table Column,1.818,Table Column,0.0,Not Present,0.0,Not Present,163.636,Table Column,5.455,Table Column,68.0,Table Column,0.0,Not Present,168.0,Footnote,170.0,Footnote,TMHDA,Table Header,ITH,Table Column,Table,3,
10.1007/s10853-016-9799-5,1,Table Column,0.4,Table Column,0.0,Not Present,0.0,Not Present,42.0,Table Column,1.2,Table Column,13.08,Table Column,0.0,Not Present,168.0,Footnote,170.0,Footnote,TMHDA,Table Header,ITH,Table Column,Table,3,
10.1007/s10853-016-9799-5,1,Table Column,0.5,Table Column,0.0,Not Present,0.0,Not Present,45.0,Table Column,1.5,Table Column,18.7,Table Column,0.0,Not Present,168.0,Footnote,170.0,Footnote,TMHDA,Table Header,Cu-ITH and amorphous,Table Column,Table,3,
10.1007/s10853-016-9799-5,1,Table Column,0.5,Table Column,0.0,Not Present,0.0,Not Present,45.0,Table Column,1.5,Table Column,18.7,Table Column,0.0,Not Present,168.0,Footnote,170.0,Footnote,TMHDA,Table Header,Cu-ITH,Table Column,Table,3,
10.1007/s10853-016-9799-5,1,Table Column,0.5,Table Column,0.0,Not Present,0.0,Not Present,45.0,Table Column,1.5,Table Column,18.7,Table Column,0.0,Not Present,168.0,Footnote,170.0,Footnote,TMHDA,Table Header,Cu-ITH and amorphous,Table Column,Table,3,
10.1007/s10853-016-9799-5,1,Table Column,0.5,Table Column,0.0,Not Present,0.0,Not Present,45.0,Table Column,1.5,Table Column,18.7,Table Column,0.0,Not Present,168.0,Footnote,170.0,Footnote,TMHDA,Table Header,Cu-ITH and amorphous,Table Column,Table,3,
10.1007/s10853-016-9799-5,1,Table Column,0.5,Table Column,0.0,Not Present,0.0,Not Present,45.0,Table Column,1.5,Table Column,18.7,Table Column,0.0,Not Present,168.0,Footnote,170.0,Footnote,TMHDA,Table Header,Co-ITH and amorphous,Table Column,Table,3,
10.1007/s10853-016-9799-5,1,Table Column,0.5,Table Column,0.0,Not Present,0.0,Not Present,45.0,Table Column,1.5,Table Column,18.7,Table Column,0.0,Not Present,168.0,Footnote,170.0,Footnote,TMHDA,Table Header,Co-ITH and amorphous,Table Column,Table,3,
10.1007/s10853-016-9799-5,1,Table Column,0.5,Table Column,0.0,Not Present,0.0,Not Present,45.0,Table Column,1.5,Table Column,18.7,Table Column,0.0,Not Present,168.0,Footnote,170.0,Footnote,TMHDA,Table Header,Co-ITH,Table Column,Table,3,
10.1007/s10853-016-9799-5,1,Table Column,0.5,Table Column,0.0,Not Present,0.0,Not Present,45.0,Table Column,1.5,Table Column,18.7,Table Column,0.0,Not Present,168.0,Footnote,170.0,Footnote,TMHDA,Table Header,Co-ITH,Table Column,Table,3,
10.1007/s10934-015-0119-2,1,Not on page,0.625,Table Column,0.0,Not Present,0.0,Not Present,45.0,Table Column,0.54,Table Column,35.0,Table Column,0.0,Not Present,48.0,Footnote,170.0,Footnote,TMEDA,Table Header,BEC,Table Column,Table,3,
10.1007/s10934-015-0119-2,1,Not on page,0.625,Table Column,0.0,Not Present,0.0,Not Present,72.0,Table Column,0.0,Table Column,35.0,Table Column,0.0,Not Present,48.0,Footnote,170.0,Footnote,TMEDA,Table Header,amorphous,Table Column,Table,3,
10.1007/s10934-015-0119-2,1,Not on page,0.5,Table Column,0.0,Not Present,0.0,Not Present,13.5,Table Column,0.54,Table Column,35.0,Table Column,0.0,Not Present,48.0,Footnote,170.0,Footnote,TMEDA,Table Header,AST,Table Column,Table,3,
10.1007/s10934-015-0119-2,1,Not on page,0.5,Table Column,0.0,Not Present,0.0,Not Present,108.0,Table Column,0.54,Table Column,35.0,Table Column,0.0,Not Present,48.0,Footnote,170.0,Footnote,TMEDA,Table Header,BEC and AST,Table Column,Table,3,
10.1007/s10934-015-0119-2,1,Not on page,0.0,Table Column,0.0,Not Present,0.0,Not Present,45.0,Table Column,1.77,Table Column,61.0,Table Column,0.0,Not Present,48.0,Footnote,170.0,Footnote,TMEDA,Table Header,amorphous,Table Column,Table,3,
10.1039/c5ce00731c,1,Table Column,0.0,Table Column,0.0,Not Present,0.0,Not Present,5.0,Table Column,0.5,Table Column,0.25,Table Column,0.0,Not Present,168.0,Page Text,140.0,Page Text,HM-dq,Table Caption,Amorphous,Not on page,Table,2,
10.1039/c5ce00731c,1,Table Column,0.0,Table Column,0.0,Not Present,0.0,Not Present,7.0,Table Column,0.5,Table Column,0.25,Table Column,0.0,Not Present,168.0,Page Text,140.0,Page Text,HM-dq,Table Caption,Amorphous,Not on page,Table,2,
10.1039/c5ce00731c,1,Table Column,0.2,Table Column,0.0,Not Present,0.0,Not Present,8.403,Table Column,0.6,Table Column,0.3,Table Column,0.0,Not Present,168.0,Page Text,140.0,Page Text,HM-dq,Table Caption,BEC,Not on page,Table,2,
10.1039/c5ce00731c,1,Table Column,0.2,Table Column,0.0,Not Present,0.0,Not Present,18.007,Table Column,0.6,Table Column,0.3,Table Column,0.0,Not Present,168.0,Page Text,140.0,Page Text,HM-dq,Table Caption,Amorphous,Not on page,Table,2,
10.1039/c5ce00731c,1,Table Column,0.2,Table Column,0.0,Not Present,0.0,Not Present,8.403,Table Column,0.0,Table Column,0.3,Table Column,0.0,Not Present,168.0,Page Text,140.0,Page Text,HM-dq,Table Caption,Amorphous,Not on page,Table,2,
10.1039/c5ce00731c,1,Table Column,0.134,Table Column,0.0,Not Present,0.0,Not Present,7.937,Table Column,0.567,Table Column,0.283,Table Column,0.0,Not Present,168.0,Page Text,140.0,Page Text,HM-dq,Table Caption,Amorphous,Not on page,Table,2,
10.1039/c5ra09942k,1,Table Caption,0.5,Table Caption,0.0,Table Header,0.373,Table Caption,1.5,Table Header,0.373,Table Caption,0.373,Table Caption,0.0,Table Header,24.0,Table Caption,170.0,Table Caption,benzyltriethylammonium bromide,Not on page,ITQ-44,Table Cell,Table,3,
10.1039/c5ra09942k,1,Table Caption,0.5,Table Caption,0.0,Table Header,0.373,Table Caption,4.5,Table Header,0.373,Table Caption,0.373,Table Caption,0.0,Table Header,24.0,Table Caption,170.0,Table Caption,benzyltriethylammonium bromide,Not on page,ITQ-44 + ITQ-17,Table Cell,Table,3,
10.1039/c5ra09942k,1,Table Caption,0.5,Table Caption,0.0,Table Header,0.373,Table Caption,7.5,Table Header,0.373,Table Caption,0.373,Table Caption,0.0,Table Header,24.0,Table Caption,170.0,Table Caption,benzyltriethylammonium bromide,Not on page,ITQ-17,Table Cell,Table,3,
10.1039/c5ra09942k,1,Table Caption,0.5,Table Caption,0.0,Table Header,0.373,Table Caption,1.5,Table Header,0.373,Table Caption,0.373,Table Caption,0.015,Table Header,24.0,Table Caption,170.0,Table Caption,benzyltriethylammonium bromide,Not on page,ITQ-44,Table Cell,Table,3,
10.1039/c5ra09942k,1,Table Caption,0.5,Table Caption,0.0,Table Header,0.373,Table Caption,4.5,Table Header,0.373,Table Caption,0.373,Table Caption,0.015,Table Header,24.0,Table Caption,170.0,Table Caption,benzyltriethylammonium bromide,Not on page,ITQ-44 + ITQ-17,Table Cell,Table,3,
10.1039/c5ra09942k,1,Table Caption,0.5,Table Caption,0.0,Table Header,0.373,Table Caption,7.5,Table Header,0.373,Table Caption,0.373,Table Caption,0.015,Table Header,24.0,Table Caption,170.0,Table Caption,benzyltriethylammonium bromide,Not on page,ITQ-17,Table Cell,Table,3,
10.1039/c5ra09942k,1,Table Caption,0.5,Table Caption,0.0,Table Header,0.373,Table Caption,1.5,Table Header,0.373,Table Caption,0.373,Table Caption,0.075,Table Header,24.0,Table Caption,170.0,Table Caption,benzyltriethylammonium bromide,Not on page,ITQ-44,Table Cell,Table,3,
10.1039/c5ra09942k,1,Table Caption,0.5,Table Caption,0.0,Table Header,0.373,Table Caption,4.5,Table Header,0.373,Table Caption,0.373,Table Caption,0.075,Table Header,24.0,Table Caption,170.0,Table Caption,benzyltriethylammonium bromide,Not on page,ITQ-44 + ITQ-17,Table Cell,Table,3,
10.1039/c5ra09942k,1,Table Caption,0.5,Table Caption,0.0,Table Header,0.373,Table Caption,7.5,Table Header,0.373,Table Caption,0.373,Table Caption,0.075,Table Header,24.0,Table Caption,170.0,Table Caption,benzyltriethylammonium bromide,Not on page,ITQ-17,Table Cell,Table,3,
10.1039/c5ra09942k,1,Table Caption,0.5,Table Caption,0.015,Table Header,0.373,Table Caption,1.5,Table Header,0.373,Table Caption,0.373,Table Caption,0.0,Table Header,24.0,Table Caption,170.0,Table Caption,benzyltriethylammonium bromide,Not on page,ITQ-44,Table Cell,Table,3,
10.1039/c5ra09942k,1,Table Caption,0.5,Table Caption,0.075,Table Header,0.373,Table Caption,1.5,Table Header,0.373,Table Caption,0.373,Table Caption,0.0,Table Header,24.0,Table Caption,170.0,Table Caption,benzyltriethylammonium bromide,Not on page,ITQ-44,Table Cell,Table,3,
10.1039/c5ra09942k,1,Table Caption,0.5,Table Caption,0.015,Table Header,0.373,Table Caption,4.5,Table Header,0.373,Table Caption,0.373,Table Caption,0.0,Table Header,24.0,Table Caption,170.0,Table Caption,benzyltriethylammonium bromide,Not on page,ITQ-44+ITQ-17,Table Cell,Table,3,
